Approach,Query,Time_Seconds,Result
did:plc:76ip4gwu7fe3m67hrokeskft	781405
did:plc:syzwg3hsxgeqyebhvufm2pkb	780657
did:plc:bdd7nwikhdzsj6kj7j37fn6x	780123
did:plc:oolny5uqp6vo65fnap6mnqcy	780000
did:plc:7gpaut53h2vlboqvrm6ayk3u	779522
did:plc:t3z46tzeyfenp7njkmvuz3oy	779341
did:plc:rvaxnbmljx2k2torfbu4ti63	779090
did:plc:k3aqnyog5k4xk4p6p2xxeirl	778900
did:plc:ts4oqy4s2jxcyaio5ejhjjuk	778410
did:plc:agfpdne2foxnwkq2dgehz67s	778377
did:plc:lalyogocysee4czj7vv3ts2j	777902
did:plc:wwxgzyqod2klrh2xmqvepndr	777598
did:plc:acsex54vbqzy4ljurleorr6w	777055
did:plc:azj54cvy6vzcyztizunltkme	776414
did:plc:p65vuz2jdagmutmt7qaj5lc2	776121
did:plc:t4yzbk4ktwz7y64dur34w667	776107
did:plc:oonislnm2tbqjlx5jfdaungh	775589
did:plc:obgvxder23qertbkr4vi4dln	775345
did:plc:dby3hd6lzhb7ioxcsdknp4ku	774185
did:plc:pbhwjudhnprgr4sjdc27ttjf	773831
did:plc:bgkll6a47vtbmsvjhfkovcr2	773705
did:plc:cqd6qfgwzlepjoynthpj6wau	773549
did:plc:elhad6l7xnbnzpyzo4uuuftz	772818
did:plc:rbsmeje3gvbqtfswafpfuqiz	772580
did:plc:iu3va6j5k73fwcd3tkefu7xv	772134
did:plc:xoogzjzcr6ezt3ifeic3ifft	771727
did:plc:bcyg6mpdvdt72yvebqsi3y26	771275
did:plc:hdfrgtchoulcxlfzl2qsqdec	770981
did:plc:2xpnyvdgtcpkuevl6yus4xql	770896
did:plc:5iogiy3goyiy36yuzp6q6dbf	770506
did:plc:qb7e2pryi3tqhvknzfoxllh4	770476
did:plc:hb2roeajmsqmmrfhflt3zjab	770257
did:plc:e3cyxeqboiqsybc3u6wvzysz	769889
did:plc:cozfpfba6lrhlzb7xfvcqy3u	769682
did:plc:pp2y33525jf5xkyg4pfqkdvd	769001
did:plc:m6ifeq7qfh2qgoda6nkoqouk	768347
did:plc:rsreskc6lj3btfkeky3677pu	768162
did:plc:fkeqr3v7rgyegibqjimwzvj2	768150
did:plc:hqpx7tqfdzatciawpuem5dss	767874
did:plc:zgepr4wsuq4envj47xg3sp64	767437
did:plc:fdr3w4wzxznoz5vx7joe5mwq	767128
did:plc:gobj6efutj6wprojisgt4egl	767107
did:plc:6xqr4befmrhsviyahx44tfke	766615
did:plc:fm676r43hckihal5ahzk5xn6	766189
did:plc:vrpo55n5stygpq6qx4gkuxm6	766045
did:plc:3fmioztdy7647rrkjjel7jrd	766011
did:plc:7jo6nhoogpghhhv3agfkyack	765778
did:plc:savxkbideckd52bubs7nn6qq	765697
did:plc:mdcz6obgl5m3n5iefqfzs6ta	765506
did:plc:oj67otzyjpraunb74oshwql6	765421
did:plc:rpyh3ewnzixwnxobkiz67zjm	765387
did:plc:xfllbb64jfih2xrtltozmd2n	765291
did:plc:x63z76yckejdqxujsfxp542q	764721
did:plc:rgw7dshqfarqo7reu4o7zrwn	764459
did:plc:liknps6tuxwwhniadggx63f6	764284
did:plc:ld26gbvef3wm4p2phe7h24rf	764256
did:plc:fvoeulzofyk6o5wlsxweowxf	764086
did:plc:x7vbqkfusb5rky3aisiaupjx	763943
did:plc:3x67k76ikar7tdrlzm3yq3kw	763501
did:plc:siut53gmghz3xjhexutyw2fc	763472
did:plc:52llltksvt3b2b65angmf4ho	763263
did:plc:gjnchmblhpzvqzkkfwuhq2tv	763127
did:plc:vdyw7lv45m755ne5sxelimkn	762991
did:plc:lsya73t5ntwy6egsguctf2ag	762874
did:plc:xku4rpjno23dvdoy6qsh63ql	762852
did:plc:zba3ex2d3ghphxhqndtb5zhg	762849
did:plc:dqtxtybiokifux74ztr5gxvj	762615
did:plc:jyn4mlrsfqmrxpcdhu5tio2s	762505
did:plc:anbbn2s5x5eqrfhceock43un	762397
did:plc:sg3hvyw3htmje3jxek5fvkwx	762165
did:plc:is2x4rhutb5g6rjj2jug37ms	761981
did:plc:cfrr7mrpdxo2mht5iv2ai22c	761481
did:plc:g7njrnorgemboaog5y6ppgph	761101
did:plc:y626eelsfkh3a32o5bkl2vtr	761021
did:plc:wbu6d7xsg6vrq2xh7ofh5o5r	760461
did:plc:3dzn7zw5ju3pcdge6dpkt6hv	760237
did:plc:ctluo3aysmruzmzvapqwwyy2	760219
did:plc:vcvuv7gcfgb3a5jyybodzbgl	760005
did:plc:d6h3ol5ipllvaxywm5quldgl	759835
did:plc:y7et65icbp2xrjboq2ydqiw3	759325
did:plc:aghrgjzbk3eqxq6fb44smnhf	759221
did:plc:wcy3syntwujygulhgkonzg7w	759007
did:plc:ppgazyhge32pbeu4czmrwbch	758925
did:plc:6syrtiaz4upzxscpcco4rxp5	758780
did:plc:f47erxeun6qdrp4g52hgpekc	758703
did:plc:3rb6xpokchfschtqrirro3hp	758285
did:plc:ffkgesg3jsv2j7aagkzrtcvt	758112
did:plc:bbzukjjyfcnwxfoghfvuuiq4	758005
did:plc:a5dlvqpzofdo7dcdhjwauomg	757604
did:plc:dv65gevc3xacjp67ltqoziin	757536
did:plc:ryx6rt2i7fsacbsee4l5qidf	757492
did:plc:zngkeuqz6d6qsc65kfsmxqlt	757478
did:plc:f5h6t3h4sqy77wdwylyzvpfg	757447
did:plc:oxs62uqe6j4xdegkeckasvvy	757270
did:plc:b24ltt5ox6jbnb5bopjhitxa	756684
did:plc:eahrs37x37de7xiismzo3afl	756423
did:plc:7eo2atsobgsncb6ep6smcqgg	756258
did:plc:4awinjjcy2ptydz36t2mpw6e	756255
did:plc:ycpo2uy5u7ktu37dp62bha76	755812
did:plc:j4e7njeupuwm5olgg4fuyrec	754651
did:plc:mdjhvva6vlrswsj26cftjttd	754198
did:plc:6vuoaiucvknjtcus746ewdj7	754090
did:plc:hi4m67knvr463xvzrhvz67n6	754004
did:plc:s4wshic4zrvtlluugfkrilrx	753652
did:plc:npuakwim53sh2kn5zbut2r7u	753392
did:plc:rqmbqqljrfkxx4ukcsndkdsy	753338
did:plc:ob55z6byzizljhy6ldune3xa	752963
did:plc:hqkrxpigrnimbjwpxov4w73g	752877
did:plc:p3dhhcuzmgrrsa6tqtv6onfd	752754
did:plc:73fspsdxjsswpd4xwfd4z3yi	752647
did:plc:xznz5w45qgnmdqpfxbmbhucl	752520
did:plc:xcic3shqbojr5pftmxup6yb5	752401
did:plc:sk53crws3vutmg43kk2d4u3v	751881
did:plc:hz65kowc2pyh6l4nlpnpqr46	751534
did:plc:66tb5ufg5eicpezglk7lh4we	751434
did:plc:rqknamd5zzwfekpqqsnylzqr	751353
did:plc:o6qxsrex4n6vjfsrbiuw6gpq	750929
did:plc:jzjln2ihjs67zvewxzqbiywz	750898
did:plc:xo26qnhrtuqx5faernudtrgr	750736
did:plc:epmm6kwlaba3krk73254gbfh	750614
did:plc:esbc722g7bm4ly7b2mg7ba6m	750583
did:plc:qbtwtvfjc3d2gkdol3vvuipj	750485
did:plc:qemcl6cgej3efqxs4x5jiebp	750111
did:plc:wvrbu7q7tdvvm3map4vravwg	750084
did:plc:ff3oec6gxgx7oc3umo3wbttq	750014
did:plc:3engywbdgfmimzpddqurftka	749960
did:plc:byqegzyjz3aeauoekxsfnqvg	749899
did:plc:4lpq4ji2lpefepytmgntkr47	749161
did:plc:lgpxrwm6kaoh5biho2fkhpnp	748885
did:plc:jd7z7ci2nq7xfbwormb4loqm	748580
did:plc:s42ftzjljbslgq2n2xfpxvys	748191
did:plc:hq5u467djsiay5kbnul5arpi	748086
did:plc:ilbca22siex5n5kbvmejsuoe	747859
did:plc:p4qgugy6kzphejhi2gci4hjz	747665
did:plc:pjj4a6zvb6baip5zhub6qnu7	747523
did:plc:swcac7gmbllsw6zf6imlntle	747265
did:plc:r6jxl45urtloxip4gt6inrhd	747162
did:plc:bfoiipqj3lf35hdxg55if45o	746608
did:plc:xtqz6v57jhpgyosqrywfpgvp	746572
did:plc:j73btwc2udfbcuq675j4boek	746423
did:plc:wnfkeyfmgz2qv6zj3jdew5el	745579
did:plc:pi4lfoqiaqejbsb2zlyegof3	745384
did:plc:dfdn5h5ejeloscqpou577jvy	745169
did:plc:i37hhsgulymnx4oopabrgsqv	745032
did:plc:wrlspvezwqxbps55loggquwn	744688
did:plc:kd4wtd75a637g2gvg2dh2b3t	744599
did:plc:fllveb6tzpueohk72p7seq4r	744543
did:plc:i3p4a7il6y6gxdwp45fplg4s	744302
did:plc:yurczx5d7ii3laavi2mneulv	744200
did:plc:nkpdohxg5v2d2vabopfihlgh	744151
did:plc:auj6tgbu4nkicxhul4n62zid	743974
did:plc:d2f2jqhnukw5yk4xdjrocpvu	743744
did:plc:sct3su2bycdkrcdguqibnmop	743377
did:plc:6we7qpoxvexigsi5iob2wqeq	743336
did:plc:ao6poztm2ostridphfbf2l3y	743291
did:plc:vslziz3kp72s4v7a6xcwiu32	743187
did:plc:ftp7zvwvu5sy463uiwo6dlwm	743013
did:plc:bqef65mloansez6gi5l7mgmp	742614
did:plc:fsb4e77wwmgzqfwewsurhzjc	742244
did:plc:3h5ioimk5524ppevv2ks2uxa	742010
did:plc:wlq62nys3fqtucedncaj5wzz	741793
did:plc:fgmbnkyfz422c4q3wpknavvq	741584
did:plc:4ccwmf436kx3er374fyhlulk	741199
did:plc:c7r6em6gfvz6ohf4wyadeur2	741153
did:plc:qr5gkahm4u5g6iqd7x75fkoy	741054
did:plc:jjp7d4jhq275je7ffv7donur	740660
did:plc:q7s63wqps2zi7wilgqv4362v	740321
did:plc:rj7sphb3g7r2bbdclow4hdut	740204
did:plc:yog7d3hnw7xsjcrf4ucy24tl	740058
did:plc:hc7c65o5qpiar62exk33r44i	740054
did:plc:jyo5jh5vaaefnbc7itapko23	739958
did:plc:blcva3cahcsxyehi2krlzzug	739948
did:plc:sew3w7xv42qkwuqhrj5uvyvt	739909
did:plc:rimalozkh7s75xd733jc3e4q	739802
did:plc:tubplrckadd4k5ewemsaitmv	739747
did:plc:nxp3t5gtfbz5352u65aodtkt	739629
did:plc:yukylhlipfaf2oxgkxtsgc2n	739587
did:plc:wy5gbr7uhde23cepl3lebx6p	739258
did:plc:ouuxqtuc6p4iln6f2w6ofrtj	739217
did:plc:tc3y5gzhscn3h5ctgrtrkvj4	738978
did:plc:3psxrdd2g444e2k62roraj3c	738892
did:plc:li2j7umjf3hezekugdckmjfk	738860
did:plc:x3q37sdhn2zsgqvbcl22qnpd	738412
did:plc:kz3wodi4q2qkin4hcqfs66kk	738365
did:plc:gyjeilekf6276652rhhvjs5c	738262
did:plc:m3yamtr4aql3qiovcflaguy3	738186
did:plc:bmyhivuhmpa4ag7tzie3gdwg	738183
did:plc:qak364cjexdrpdhqddqs7hmd	737904
did:plc:pa4idl3qh3fw7cjgqavxe6hp	737817
did:plc:qcwhrvzx6wmi5hz775uyi6fh	737132
did:plc:2vk6zzchika5ncv4xh6tfsbe	736898
did:plc:sbkc77na7jjedxretiseyvq5	736767
did:plc:lzuz37x2p44oze4y6xhewgok	736186
did:plc:6cb7uzmcvi2oc5sl5ejzjeyf	735312
did:plc:omljwg4xomltlr5r564wnei5	735293
did:plc:nvjyrofis34bwcnszalvqsdc	735084
did:plc:l6umboh4ejycxth3yersfozs	734566
did:plc:dzwdwrto4yxsmatny7on5jd3	734302
did:plc:uo4mpmeaekywxwtpcspccdkv	734207
did:plc:nrdcxzbj2zjjtviyvffb4sds	734190
did:plc:q4n4347t4xw4ky2da7ic5mae	733940
did:plc:vd7oydyavhdhe7q4kozcumtd	733847
did:plc:edmks3redupzivnx6nurjucv	733804
did:plc:cfegfv7h5z7aqaebvwl6s24z	733762
did:plc:lvlsox3pp3spbuhatzuufyru	733668
did:plc:dfce4acmae4p25ubkelbz4em	733601
did:plc:nmmzzu7rhwlatnirwk32t7lt	733317
did:plc:5ieuemnhcwlulk4tbimkxadi	733298
did:plc:lnhwf5cw3qip54dajvxk2o2n	733034
did:plc:b2ac6hjixawvms4bewc365qb	732980
did:plc:fw7cut4e6lntbsnjef5rw4xq	732950
did:plc:ekxy7poagajkdk5sl3ywa7zv	732788
did:plc:gc5zneohlqwzhq4voa2dstiz	732290
did:plc:whqabzmpzq6ypbdkq5aatc6b	731825
did:plc:tr6teb5tv2i2v24h6flevcxk	731756
did:plc:ciamn2c6uodl7lhwjn6gkcub	731691
did:plc:rh6qj2m2rliloyqeteuzqvcg	731552
did:plc:6tw63numahlfanwvxkua5rv4	731184
did:plc:enwerlihjmwapwzff6ikbfa4	731135
did:plc:3m7coo2lznqwzujdkkov67u6	731009
did:plc:x63potnfmsozd6t6yjt7ldkv	730773
did:plc:75ol4lbnehre6myjna35katp	730746
did:plc:ak67tmoph2axlwd44dibjlmr	730455
did:plc:beulohafkzyu4apkr54yll4m	730166
did:plc:4mee53l5cqletzximln6nbvy	730079
did:plc:iks42yty3mp3md2i2325xvsm	729706
did:plc:rmuwyoh5zjodmglpjrsup6f4	729381
did:plc:7l3tnutze5xvqsfeudkkksjj	729322
did:plc:7gciszvofo2rar2j4arwb7ix	729319
did:plc:5wwexcin4zsw23tk7amhdv5b	728997
did:plc:grhedvxouvlpsp3tplhsdatv	728883
did:plc:u5iuujzcww4mpbgben45dzvz	728522
did:plc:xiphk3x2e2fchxlqnseercmz	728364
did:plc:pq6azwq6lfqis755fn2riyf6	728194
did:plc:2a6o27ctlikuz577dekw7xp7	728155
did:plc:cr2u3spv7gawga6znxuodfzf	727945
did:plc:wfltmhjkqbrxs2n7itxl57fd	727868
did:plc:jxpkrjyqdze75pmcg2bbvlob	727799
did:plc:cmfgv6leoyarjbkuvg2yikt3	727274
did:plc:ty2a6h72ya45rt6k2cuiyapj	726971
did:plc:jlqjotqbu7jmi7lmikellvgs	726906
did:plc:bpzstv4w2m6tppn2cxfjfgrk	726339
did:plc:zq4y36m255l4tbsvef4yblsk	726237
did:plc:vpv5lwawgm4wpl5p7dgmmwhd	726213
did:plc:lfn5tqkfjzcq2vrzy3hb3fz2	725891
did:plc:hcycjfxfvec5kz4zsptyzl3f	725514
did:plc:7po6lsgq2vac7bxzrprpst5f	725454
did:plc:pnm5ox77mx6hizafwnehdnnt	724786
did:plc:r46ieyfub3cgjmsnzdmiwpmd	724750
did:plc:iptvp3626jwt27qr2y6v5rlq	724704
did:plc:a2fhk7gjn7ny5jx7wlwsqan5	724563
did:plc:n2jkycivyavmgab6dt4glk7h	724419
did:plc:4k566wkltaovxntbqrvtn6tz	724291
did:plc:dtir7tkbtmu5nmn3fnfyeldc	723554
did:plc:v5miw3vfhdhjpzlq7ewp4bx6	723522
did:plc:elglhjozajx7dbmdgp6k7xu5	723338
did:plc:rs6pegf7cbcdggs53ff2m6gq	723317
did:plc:iuhcxiayrhkktcbc7cej5a3n	723256
did:plc:6wtz5yx4cautpoq35ulcgrjx	723191
did:plc:ju4m2edexr22ixs52krvea6m	723156
did:plc:bne5yi45c6kxjfimrxamc6l6	723128
did:plc:xw5bhoizcsq5ts5jufnrlrgl	723079
did:plc:kjm73aq7wm7vttr3wgbgjrkd	722910
did:plc:zxnzohhlcoiksewo6t5rlhsu	722443
did:plc:5pfwk3ui2pcjcuophum5aopo	722388
did:plc:alsgik6l3zp6d5tc3mjhmlca	722346
did:plc:mmwa3wogu7k6npk4nj22gvdg	722306
did:plc:3vta6xdiu734acml3qhtrjdo	722254
did:plc:gqbkejxbgymc2vpfra3idhdu	722240
did:plc:jhhgeagrpfex7mlf3a7pvu7r	722143
did:plc:xwxfxantoukvvjpglmnnvcsf	721983
did:plc:hr5vscnqojrcx6fi3ff4p7rg	721931
did:plc:c2taxhqbzq2y7wvkch66csh2	721846
did:plc:su3ghx2if3xxewmfo7cijo3z	721809
did:plc:wth75p5kuxh2pzwcqslnmnor	721546
did:plc:chkceqb6f2jau53xagkeskyv	721522
did:plc:3nfpu3nbxdh2362pwzshi3cu	720904
did:plc:nohecw43fk57t3lprhax5t3m	720719
did:plc:ilsxst2hkgr3yhm3ubbxn47t	720711
did:plc:nmhy7ojo5midpo5nmhtqkg3j	720699
did:plc:udt52byyou6khdiwhza6avjq	720604
did:plc:5yazmxt3utmeetxj7ycmmx4c	720082
did:plc:kyvkkr7sagqpestpgdtwv3b3	720018
did:plc:hfn6bdidkkb32a5oekgie3oy	719957
did:plc:nmpsyd5ie4za7jxe7odnr4ad	719346
did:plc:pngw6wwsbntrlglizg2frxqb	719204
did:plc:ok3xiuqag6a76hjylt36cmx7	719089
did:plc:zlldwuygra2ooen6ewfgizoh	718944
did:plc:tlvg7jzrb7fx3oouewdhyxwg	718879
did:plc:yr6wcaotoc7qe4r67ifjoq4f	718804
did:plc:cce67dnsr5duckrktf3lv6jf	718772
did:plc:ueas3m2asqi6m3ulkerl6hhc	718588
did:plc:hr5pytyhnodmul4b5kp3ecrr	718344
did:plc:b536ry4ljz6nrxihyqm7kbr6	718270
did:plc:htepcam6mzluihgxxus3e3c4	718179
did:plc:mtottgt7rjzw5uuzgmu74mvw	718140
did:plc:oqmcuym3iqvl5cpaxjw4idom	717980
did:plc:v6sv3gwsobrm2qcigs3w4uei	717479
did:plc:5mhjvt255pas6lfwdp45mqnn	717129
did:plc:26wgz535b5amb6omncpzgr7j	716868
did:plc:cjmxrbf4c7ekfydjr5raiwq6	716711
did:plc:xq3cy5vc5uzyhiyzlaols35f	716177
did:plc:hgsscl4xhvx2jg2keyvmxfi2	715684
did:plc:mxpm3twyeshim23dl7lrl7sv	715381
did:plc:7vy2qlxbkukl6n42nfrkukbn	715120
did:plc:px5v5756movfaiy2zqxiajwg	714884
did:plc:n7mtwxrt6ifgszmyeiih52iu	714852
did:plc:xbusqxjdfuyaezw2abj7stkn	714810
did:plc:co6phagudopgkrkzk6bxvckp	714687
did:plc:7um5ohx7sczlwzlgckbcf6cf	714403
did:plc:sooolnbwfxr4gizdwbnsd2ia	714217
did:plc:dpiudrrxiiivfwlbmy46ggg6	714098
did:plc:nyi7h4f4jy6dwbow7jkz5rv3	714009
did:plc:al6gnyugz6mqiecplihc377f	713887
did:plc:5nduidmzfwv3mq3kq7sbgobm	713841
did:plc:ob66fvllvvsumuqgin4lxtst	713801
did:plc:5kioqr5s2krcax3w6gnolr2w	713466
did:plc:rheeyyoqtdxr6dgokt2se7mm	713399
did:plc:3bv6jnyps776f2gvppofk6nx	713373
did:plc:bff4snble37ogzs33wqvkmfp	713315
did:plc:pfccv4ucn463zzytulal6f6k	713013
did:plc:cdxx7ihblnxqoxnpqtsl6e73	712938
did:plc:4vbyswteyxapk6ny2ijtyuxl	712854
did:plc:dpsw2vdevedyqzanf37o6lua	712471
did:plc:md7lxtmji7jfcspznbvpyctl	712334
did:plc:po75hziakj6ulwed6besn4yy	712297
did:plc:hle2metl6vrppzgz3h6id2tc	711829
did:plc:iqaplwijwerp6xx2olkbo2qm	711604
did:plc:5t4tjca2uhycbgvrryp2z7p6	711411
did:plc:ao7sndiibw3ci2k7dsin3uoo	711388
did:plc:rfvdr3zccfjhaftvadkgme5g	711122
did:plc:2oaujwnl3ste6dpmvea43pzq	711026
did:plc:54buxdcckitbnvoa37dlm4oz	710982
did:plc:2yao6jdsrbrqevrt37cog25v	710873
did:plc:es3fftkoqzkrnbrbh6j2oh4e	710747
did:plc:aoaurvmiph26trvv4svfgcnj	710729
did:plc:2nlyq6lzlzgqdtusg6pgl5ua	710728
did:plc:wlbk2kqhkhn3pvfem65z5x52	710653
did:plc:6vkrzg2y6axy7gi6fhmoc4ah	710607
did:plc:negb4un7lzckqzdfn7dqyj6x	710595
did:plc:f6kerrtydbyabxj7lwz6zj74	710593
did:plc:mvvuotatbf3a7kjbrtrxautc	710581
did:plc:uamjzlf4qe6om6z5eu3gxy35	710230
did:plc:n3gc6d4foeovu2qhkt2wfafu	709855
did:plc:2n3lmwutyaw5lpmtmyz5nd5u	709530
did:plc:ckbctt4hmis2kp3hhbjsnxyh	709321
did:plc:xne6lqcojvixnd7ng2m2j4nl	709172
did:plc:4ujqti67uo35ndwsnxbzqmak	709124
did:plc:kywxysqzk65m5oixbc765o5k	709091
did:plc:fkjmjwuwzd4ts3dkz4rzcdei	708836
did:plc:gfwteolv47zg4koeim4hry66	708779
did:plc:kb4gb5vmo4p4ejo6ltpagjox	708596
did:plc:x7bzduq4rjhtbtv3gie6okph	708466
did:plc:p23jxugwnjbzggp3mqqaryfj	708305
did:plc:gqh7ppvh2pnrhcgrhdv5lioe	708261
did:plc:3djrtkvzd625igg6bkt2hoy5	708187
did:plc:s4qzjjmm3ftspbwpwrnubtxn	708038
did:plc:ad666hmv7sq3pa4t367ldoce	707969
did:plc:2uibvxzd2y4dhfzcoylwnml3	707653
did:plc:6h3t7xoog6pzzy3di4vi5mmm	707586
did:plc:japrk6exzrddh6pgcgyblopi	707356
did:plc:7libgaqm6laoajizf3fr3ru6	707324
did:plc:xvetu6rn4dsnxpm2jakc7qnc	707319
did:plc:fefcyh7yfkzpj2kpouzgifiw	707236
did:plc:uqjon6amgqigyqvqfmqlp5s4	707054
did:plc:2iu52gwgb46bjy6iqju2z3b7	706955
did:plc:co7yxfklmgdg36dwnnbuszsq	706777
did:plc:wc7wkjdqn534xvb7qhyuqebj	706729
did:plc:4ujog4ztlhygtlu36bjluyin	706655
did:plc:37vtxzntp2rgixigndsyl6g3	706602
did:plc:cjzdc7mqowl7djvw3j6scnwi	706460
did:plc:fmtuexmpqm5t3tpyyg52ojta	706431
did:plc:cb5q62jtgvi3boglubw5643o	706351
did:plc:5urrrw6wdgi6evhnpcvhgpn7	706279
did:plc:zramxvwyvbrgfyitt4lnrvvv	705847
did:plc:nacvpjzxfzuextpm2eiizu6p	705593
did:plc:r3uchdm7mksap2tfxqkohvs5	705436
did:plc:cj7jp7atjhzm62tuiajv5uqr	705238
did:plc:zbey64pdcoaivhmn4pt7qpnc	705178
did:plc:vzlufapmwys2t7a2igewwliq	705091
did:plc:kp3ylnhntpm7d5mn7aptw4ny	705008
did:plc:au4h6gehmx3wbqlt6hobgzk2	704971
did:plc:6e5qh6ecz44brtpqhrdkybfd	704951
did:plc:zs47lvr5ppkj5ei4plscsmtk	704755
did:plc:xkzd67jyesez6owddi62mbjw	704702
did:plc:ogusbuq63aleryuhrpj2nnjs	704516
did:plc:xtltx4si4z4nw73gw6g2xrq4	704402
